"Primary_Key","School Number","School Year","School Name","Official School Name","LEA Number","LEA Name","Name Prefix Description","Principal First Name","Principal Middle Name","Principal Last Name","Principal Name Suffix","Principal Email","Address Line1","Address Line2","City","State","Zip Code 5","Zip Code 4","Phone Office Area","Phone Office Exch","Phone Office Line","Phone Fax Area","Phone Fax Exch","Phone Fax Line ","Mailing Address Line1","Mailing Address Line2","Mailing City","Mailing State","Mailing Zip Code 5","Mailing Zip Code 4","URL School Address","Sch Operational Status","Sch Operational Status Desc","Opening Effective Date","Closing Date","School Type","School Type Desc","School Program Type","School Program Type Desc","Grade Level Current","Grade Level Approved","Grade Level First Year","Title I","School Calendar Type","School Calendar Description","Extended Hours","School Schedule Type","School Schedule Type Desc","School Designation Type","School Designation Desc","Virtual Status","SBE Region","SBE Region Names","Accreditation Status","Accreditation Status Desc","Federal School Number","College Board Number","School Membership","School Year For Sch Membership","School Teacher Count","School Year For Teachers","Cooperative Innovative HS","Cooperative MMYYYY SBE Approve","First Yr Est ADM","First Yr Est Paid Teacher FTE","Newly Constructed Facility","Occupancy Date","What Facility Will Sch Occupy","Share Space","Share Space Describe","New Sch Population From","List Of Closing Schools","County Code","County Description","Opening In School Year","Locale Type","Locale Type Desc","School Closings?","School Systartstatus","Record Created Timestamp","Record Created By","Last Changed Timestamp","Last Changed By"
"9203762024","920376","2024","Combs Elementary","Combs Elementary","920","Wake County Schools","Ms","Juley","-","Sexton","-","jsexton@wcpss.net","2001 Lorimer Rd","-","Raleigh","NC","27606","2661","919","233","4300","919","670","4241","-","-","-","-","-","-","http://combses.wcpss.net/","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","P3:PK:KG:01:02:03:04:05","P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472001846","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:11PM","jan_macpherson"
"9203802024","920380","2024","Conn Elementary","Conn Elementary","920","Wake County Schools","Ms","Gabriel","-","Chidester","-","gchidester@wcpss.net","1220 Brookside Drive","-","Raleigh","NC","27604","-","919","856","7637","919","589","6245","-","-","-","-","-","-","http://connes.wcpss.net/","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472001847","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","03-30-2021 02:07PM","lwalker922"
"9203812024","920381","2024","Connections Academy","Connections Academy","920","Wake County Schools","Ms","Janet","-","Perkins","-","jlperkins@wcpss.net","1280 Buck Jones Rd","-","Cary","NC","27606","-","919","694","8910","-","-","-","-","-","-","-","-","-","https://www.wcpss.net/connectionsacademyms","1","Open","01-JUL-17","-","A","Alternative Education","N","None","06:07:08","06:07:08","06:07:08","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472003445","-","-","-","-","-","N","-","105","4","N","-","Cary site is an adaptive reuse of a former school/theater.","N","-","School 920312 - Apex Middle :School 920356 - Carnage Middle :School 920360 - Carroll Middle :School 920370 - Centennial Campus Middle :School 920388 - Daniels Middle :School 920391 - Davis Drive Middle :School 920394 - Dillard Drive Middle :School 920399 - Durant Road Middle :School 920402 - East Cary Middle :School 920404 - East Garner Middle :School 920408 - East Millbrook Middle :School 920424 - Fuquay-Varina Middle :School 920444 - Heritage Middle :School 920410 - East Wake Middle :School 920442 - Hilburn Drive Academy :School 920458 - Holly Grove Middle :School 920450 - Holly Ridge Middle :School 920471 - Leesville Road Middle :School 920472 - Ligon Middle :School 920492 - Martin Middle :School 920484 - Lufkin Road Middle :School 920502 - Mills Park Middle :School 920506 - Moore Square Museum Magnet Middle :School 920512 - North Garner Middle :School 920529 - Pine Hollow Middle :School 920400 - Reedy Creek Middle :School 920438 - River Oaks Middle :School 920545 - Rolesville Middle :School 920551 - Salem Middle :School 920592 - Wake Forest Middle School :School 920585 - Wake Young Men's Leadership Academy :School 920586 - Wake Young Women's Leadership Academy :School 920594 - Wakefield Middle :School 920601 - Wendell Middle :School 920604 - West Cary Middle :School 920607 - West Lake Middle :School 920608 - West Millbrook Middle :School 920636 - Zebulon Middle ","-","092","Wake","2018","11","City, Large","N","-","05-23-2017 11:10AM","sloeffler","07-21-2020 02:11PM","jan_macpherson"
"9203842024","920384","2024","Creech Road Elementary","Creech Road Elementary","920","Wake County Schools","Mr","Ralph","-","Chew","-","rchew@wcpss.net","450 Creech Rd","-","Garner","NC","27529","2908","919","662","2359","919","704","2089","-","-","-","-","-","-","http://creechroades.wcpss.net/","1","Open","30-JUN-92","-","R","Regular School","N","None","P3:PK:KG:01:02:03:04:05","P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472000027","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:11PM","jan_macpherson"
"9203862024","920386","2024","Crossroads FLEX ","Crossroads FLEX","920","Wake County Schools","Ms","Christie","-","Patrone","-","cpatrone@wcpss.net","5651 Dillard Dr","-","Cary","NC","27518","-","919","694","8515","919","589","6714","-","-","-","-","-","-","http://www.wcpss.net/crossroadsflexhs","1","Open","01-JUL-16","-","R","Regular School","N","None","09:10:11:12","09:10:11:12","09:10:11:12","-","T","Traditional","-","B","Block","P","Public","FACEVIRTUAL","3","North Central","SA","SACS","370472003402","340018","-","-","-","-","N","-","100","3","N","-","The facility that the school will occupy is an approved lease.","N","-","School 920317 - Apex Friendship High :School 920316 - Apex High :School 920318 - Athens Drive High :School 920368 - Cary High :School 920411 - East Wake High :School 920412 - Enloe High :School 920428 - Fuquay-Varina High :School 920436 - Garner High :School 920441 - Green Hope High :School 920445 - Heritage High :School 920455 - Holly Springs High :School 920466 - Knightdale High :School 920473 - Leesville Road High :School 920495 - Middle Creek High :School 920500 - Millbrook High :School 920526 - Panther Creek High :School 920528 - Phillips High :School 920546 - Rolesville High :School 920552 - Sanderson High :School 920562 - Southeast Raleigh High :School 920588 - Wake Forest High School :School 920595 - Wakefield High ","-","092","Wake","2017","11","City, Large","N","-","04-12-2016 03:26PM","sloeffler","07-15-2020 08:30PM","brian_pittman"
"9203882024","920388","2024","Oberlin Middle","Oberlin Middle","920","Wake County Schools","Ms","Briana","-","Pelton","-","bpelton@wcpss.net","2816 Oberlin Rd","-","Raleigh","NC","27608","1220","919","881","4860","919","670","4367","-","-","-","-","-","-","http://danielsms.wcpss.net/","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472001849","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","12-16-2021 02:55PM","sandra_hunnicutt"
"9203902024","920390","2024","Davis Drive Elementary","Davis Drive Elementary","920","Wake County Schools","Ms","Barbara","-","Fair","-","bfair@wcpss.net","2151 Davis Drive","-","Cary","NC","27519","-","919","387","2130","919","670","4305","-","-","-","-","-","-","http://davisdrive.wcpss.net/","1","Open","30-JUN-95","-","R","Regular School","N","None","KG:01:02:03:04:05","KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472001669","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:12PM","jan_macpherson"
"9203912024","920391","2024","Davis Drive Middle","Davis Drive Middle","920","Wake County Schools","Mr","Michael","-","Hokenberg","-","mhokenberg@wcpss.net","2101 Davis Drive","-","Cary","NC","27519","-","919","387","3033","919","670","4307","-","-","-","-","-","-","http://davisdrivems.wcpss.net/","1","Open","30-JUN-96","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472002031","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:12PM","jan_macpherson"
"9203932024","920393","2024","Dillard Drive Elementary","Dillard Drive Elementary","920","Wake County Schools","Ms","Roxann","-","Sykes","-","rsykes@wcpss.net","5018 Dillard Drive","-","Raleigh","NC","27606","-","919","233","4200","919","670","4332","-","-","-","-","-","-","http://www.wcpss.net/dillarddrivees","1","Open","30-JUN-99","-","R","Regular School","N","None","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472002487","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:12PM","jan_macpherson"
"9203942024","920394","2024","Dillard Drive Middle","Dillard Drive Middle","920","Wake County Schools","Ms","Margaret","-","Feldman","-","mfeldman@wcpss.net","5200 Dillard Drive","-","Raleigh","NC","27606","-","919","233","4228","919","670","4389","-","-","-","-","-","-","http://dillarddrivems.wcpss.net/","1","Open","30-JUN-99","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472002488","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:13PM","jan_macpherson"
"9203962024","920396","2024","Douglas Elementary","Douglas Elementary","920","Wake County Schools","Ms","Tiffany","-","Faison-Bullock","-","tfaison-bullock@wcpss.net","600 Ortega Rd","-","Raleigh","NC","27609","5957","919","881","4894","919","670","4363","-","-","-","-","-","-","http://www.wcpss.net/douglases","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472001851","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:13PM","jan_macpherson"
"9203982024","920398","2024","Durant Road Elementary","Durant Road Elementary","920","Wake County Schools","Ms","Tracie","-","Sanchez","-","tsanchez@wcpss.net","9901 Durant Rd","-","Raleigh","NC","27614","9369","919","870","4220","919","704","2052","-","-","-","-","-","-","http://www.wcpss.net/durantroades","1","Open","30-JUN-92","-","R","Regular School","N","None","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","-","-","Y","Year Round","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472000075","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:14PM","jan_macpherson"
"9203992024","920399","2024","Durant Road Middle","Durant Road Middle","920","Wake County Schools","Ms","Kristen","-","Faircloth)","-","kfaircloth@wcpss.net","10401 Durant Rd","-","Raleigh","NC","27614","9369","919","870","4098","919","704","2044","-","-","-","-","-","-","http://durantroadms.wcpss.net/","1","Open","30-JUN-93","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","Y","Year Round","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472000942","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:14PM","jan_macpherson"
"9204002024","920400","2024","Reedy Creek Middle","Reedy Creek Middle","920","Wake County Schools","Mr","Tim","-","Chadwick","-","tchadwick @wcpss.net","930 Reedy Creek Road","-","Cary","NC","27513","-","919","460","3504","919","670","4278","-","-","-","-","-","-","http://reedycreekms.wcpss.net/","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","06:07:08","06:07","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472001852","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:54PM","jan_macpherson"
"9204022024","920402","2024","East Cary Middle","East Cary Middle","920","Wake County Schools","Ms","Nikia","-","Davis","-","ndavis1@wcpss.net","1111 SE Maynard Road","-","Cary","NC","27511","-","919","466","4377","919","694","8633","-","-","-","-","-","-","http://eastcaryms.wcpss.net","1","Open","02-JUL-07","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472002830","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:14PM","jan_macpherson"
"9204032024","920403","2024","East Garner Elementary","East Garner Elementary","920","Wake County Schools","Ms","Rhonda","-","Jones (Interim)","-","rejones@wcpss.net","5545 Jones Sausage Road","-","Garner","NC","27529","-","919","773","7411","919","626","4343","-","-","-","-","-","-","http://eastgarneres.wcpss.net","1","Open","02-JUL-07","-","R","Regular School","N","None","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","-","-","M","Modified","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472002837","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:14PM","jan_macpherson"
"9204042024","920404","2024","East Garner Middle","East Garner Middle","920","Wake County Schools","Mr","Luther","-","Thomas (Interim)","-","lthomas@wcpss.net","6301 Jones Sausage Rd","-","Garner","NC","27529","-","919","662","2339","919","694","8918","-","-","-","-","-","-","http://eastgarnerms.wcpss.net/","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472001853","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:15PM","jan_macpherson"
"9204082024","920408","2024","East Millbrook Middle","East Millbrook Middle","920","Wake County Schools","Mr","T.","Aaron","Marcin","-","tmarcin@wcpss.net","3801 Spring Forest Rd","-","Raleigh","NC","27616","4605","919","850","8755","919","704","2333","-","-","-","-","-","-","http://eastmillbrookms.wcpss.net/","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472001854","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:15PM","jan_macpherson"
"9204102024","920410","2024","Neuse River Middle","Neuse River Middle","920","Wake County Schools","Ms","Bonnie","-","Mwanda","-","bmwanda@wcpss.net","2700 Old Milburnie Rd","-","Raleigh","NC","27604","9540","919","266","8500","919","670","4255","-","-","-","-","-","-","http://eastwakems.wcpss.net/","1","Open","30-JUN-90","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","M","Modified","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472002255","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:46PM","jan_macpherson"
"9204112024","920411","2024","East Wake High","East Wake High School","920","Wake County Schools","Mr","Stacey","-","Alston","-","salston3@wcpss.net","5101 Rolesville Rd","-","Wendell","NC","27591","-","919","365","2625","919","670","4343","-","-","-","-","-","-","http://www.wcpss.net/eastwakehs","1","Open","01-JUL-15","-","R","Regular School","N","None","09:10:11:12","09:10:11:12","09:10:11:12","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","SA","SACS","370472001855","344260","-","-","-","-","N","-","1460","110","N","-","East Wake's current building","N","-","School 920702 - East Wake School of Arts Education and G :School 920703 - East Wake School of Engineering :School 920700 - East Wake School of Health Science :School 920701 - East Wake School of Integrated Technolog ","School 920702 - East Wake School of Arts Education and G :School 920703 - East Wake School of Engineering :School 920700 - East Wake School of Health Science :School 920701 - East Wake School of Integrated Technolog ","092","Wake","2016","11","City, Large","Y","-","02-06-2015 10:57AM","nicola_lefler","07-21-2020 02:16PM","jan_macpherson"
"9204122024","920412","2024","Enloe High","William G Enloe High","920","Wake County Schools","Ms","Jacqueline","-","Jordan","-","jjordan@wcpss.net","128 Clarendon Crescent","-","Raleigh","NC","27610","2408","919","856","7918","919","670","4416","-","-","-","-","-","-","http://enloehs.wcpss.net/","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","09:10:11:12:XG","09:10:11:12","-","-","T","Traditional","-","B","Block","P","Public","NOTVIRTUAL","3","North Central","SA","SACS","370472002055","343210","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:16PM","jan_macpherson"
"9204132024","920413","2024","Forestville Road Elementary","Forestville Road Elementary","920","Wake County Schools","Ms","Jesenia","-","Hafner","-","jhafner@wcpss.net","100 Lawson Ridge Road","-","Knightdale","NC","27545","-","919","266","8487","919","670","4348","-","-","-","-","-","-","http://forestvillees.wcpss.net/","1","Open","01-JUL-04","-","R","Regular School","N","None","P3:PK:KG:01:02:03:04:05","P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472002742","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:17PM","jan_macpherson"
"9204142024","920414","2024","Farmington Woods Elementary","Farmington Woods Elementary","920","Wake County Schools","Ms","Anne","Winston","Pierce","-","awpierce@wcpss.net","1413 Hampton Valley Rd","-","Cary","NC","27511","4548","919","460","3469","919","704","2196","-","-","-","-","-","-","http://fwes.wcpss.net/","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472001857","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:16PM","jan_macpherson"
"9204152024","920415","2024","Fox Road Elementary","Fox Road Elementary","920","Wake County Schools","Ms","Jacqueline","-","Williams","-","jwilliams21@wcpss.net","7101 Fox Rd","-","Raleigh","NC","27616","-","919","850","8845","919","670","4403","-","-","-","-","-","-","http://www.wcpss.net/foxroades","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","KG:01:02:03:04:05","KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472002222","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:17PM","jan_macpherson"
"9204162024","920416","2024","Fuller Elementary","Fuller Elementary","920","Wake County Schools","Mr","Gerald","-","Hernandez","Jr","ghernandez2@wcpss.net","806 Calloway Drive","-","Raleigh","NC","27610","-","919","856","7625","919","704","2035","-","-","-","-","-","-","http://fulleres.wcpss.net/","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","P3:PK:KG:01:02:03:04:05","P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472001858","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","10-07-2022 02:18PM","sandra_hunnicutt"
"9204172024","920417","2024","Forest Pines Drive Elementary","Forest Pines Drive Elementary","920","Wake County Schools","Ms","Lisa","-","Baggio","-","lbaggio@wcpss.net","11455 Forest Pines Drive","-","Raleigh","NC","27614","-","919","562","6262","919","589","6422","-","-","-","-","-","-","http://forestpineses.wcpss.net/","1","Open","02-JUL-05","-","R","Regular School","N","None","P3:PK:KG:01:02:03:04:05","P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472002803","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:17PM","jan_macpherson"
"9204202024","920420","2024","Fuquay-Varina Elementary","Fuquay-Varina Elementary","920","Wake County Schools","Ms","Heather","-","Johnson","-","hmjohnson@wcpss.net","6600 Johnson Pond Rd","-","Fuquay-Varina","NC","27526","9036","919","557","2566","919","670","4210","-","-","-","-","-","-","http://fuquayes.wcpss.net/","1","Open","30-JUN-90","-","R","Regular School","N","None","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472001859","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:18PM","jan_macpherson"
"9204242024","920424","2024","Fuquay-Varina Middle","Fuquay-Varina Middle","920","Wake County Schools","-","Howard (Kris)","-","Clark","-","clarkh@wcpss.net","109 N Ennis Street","-","Fuquay-Varina","NC","27526","-","919","557","2727","919","670","4397","-","-","-","-","-","-","http://fvms.wcpss.net/","1","Open","30-JUN-90","-","R","Regular School","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472001860","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:18PM","jan_macpherson"
"9204282024","920428","2024","Fuquay-Varina High","Fuquay-Varina High","920","Wake County Schools","Mr","Robert","-","James","-","rjames@wcpss.net","201 Bengal Blvd","-","Fuquay-Varina","NC","27526","1603","919","557","2511","919","589","6475","-","-","-","-","-","-","http://fvhs.wcpss.net/","1","Open","30-JUN-90","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","SA","SACS","370472001861","341415","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-09-2021 11:53AM","lwalker922"
"9204352024","920435","2024","Herbert Akins Road Middle","Herbert Akins Road Middle","920","Wake County Schools","Ms","Anne","Marie","Adkins","-","aadkins@wcpss.net","2275 Herbert Akins Road","-","Fuquay-Varina","NC","27526","-","919","694","8300","919","589","6211","-","-","-","-","-","-","-","1","Open","01-JUL-22","-","R","Regular School","N","None","06:07:08","06:07:08","06:07:08","-","Y","Year Round","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472003626","-","-","-","-","-","N","-","749","32","Y","01-JUL-22","-","N","-","School 920424 - Fuquay-Varina Middle :School 920458 - Holly Grove Middle ","-","092","Wake","2023","11","City, Large","N","-","10-19-2021 10:12AM","donna_moore3","09-11-2023 11:33AM","sandra_hunnicutt"
"9204362024","920436","2024","Garner High","Garner High","920","Wake County Schools","Mr","Matthew","-","Price","-","mprice5@wcpss.net","2101 Spring Drive","-","Garner","NC","27529","3423","919","662","2379","919","589","6653","-","-","-","-","-","-","https://www.wcpss.net/garnerhs","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","09:10:11:12:XG","09:10:11:12","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","SA","SACS","370472001863","341435","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:19PM","jan_macpherson"
"9204372024","920437","2024","Green Level High","Green Level High School","920","Wake County Schools","Ms","Karen","-","Summers","-","ksummers@wcpss.net","7600 Roberts Rd","-","Cary","NC","27519","-","919","694","8222","919","589","6734","-","-","-","-","-","-","https://www.wcpss.net/greenlevelhs","1","Open","01-JUL-19","-","R","Regular School","N","None","09:10:11:12:XG","09:10:11:12","09:10","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472003495","340066","-","-","-","-","N","-","800","280","Y","01-JUL-19","-","N","-","School 920526 - Panther Creek High :School 920441 - Green Hope High ","-","092","Wake","2020","11","City, Large","N","-","11-08-2018 03:36PM","pphilbrook","07-21-2020 02:20PM","jan_macpherson"
"9204382024","920438","2024","River Oaks Middle","River Oaks Middle","920","Wake County Schools","Ms","Courtney","-","Blake-Smith","-","ceblake@wcpss.net","4700 New Bern Ave","-","Raleigh","NC","27610","-","919","231","5600","919","704","2346","-","-","-","-","-","-","http://www.riveroaksms.wcpss.net","1","Open","02-JUL-05","-","A","Alternative Education","N","None","06:07:08","06:07:08","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472002804","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:55PM","jan_macpherson"
"9204392024","920439","2024","Green Hope Elementary","Green Hope Elementary","920","Wake County Schools","Ms","Kristin","-","Walker","-","kwalker5@wcpss.net","2700 Louis Stephens Drive","-","Cary","NC","27519","-","919","388","5270","919","704","2180","-","-","-","-","-","-","http://www.wcpss.net/greenhopees","1","Open","30-JUN-00","-","R","Regular School","N","None","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472002556","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:19PM","jan_macpherson"
"9204402024","920440","2024","Green Elementary","Green Elementary","920","Wake County Schools","Ms","Leslie","-","Blake","-","lblake2@wcpss.net","5307 Six Forks Road","-","Raleigh","NC","27609","-","919","431","8141","919","589","6420","-","-","-","-","-","-","http://greenes.wcpss.net","1","Open","30-JUN-90","-","R","Regular School","M","Magnet","P2:P3:PK:KG:01:02:03:04:05","P2:P3:PK:KG:01:02:03:04:05","-","-","T","Traditional","-","S","Semester","P","Public","NOTVIRTUAL","3","North Central","-","-","370472001864","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","092","Wake","-","11","City, Large","-","1","04-23-2010 02:49PM","EDDIE","07-21-2020 02:19PM","jan_macpherson"
